farmer_username,product_name,price,description,is_organic,grade_score
farmertanveerpandey,Bananas,73.58,"Conventional Bananas, Grade A, from Karnataka, freshly harvested",0,3
farmerwarhichawla,Spinach,41.58,"Conventional Spinach, Grade A, from Maharashtra, premium quality, Reiciendis animi optio iure.",0,3
farmernazarethzinal,Onions,24.63,"Conventional Onions, Grade C, from Maharashtra, premium quality",0,1
farmerkarpeirya,Cauliflower,53.77,"Conventional Cauliflower, Grade B, from Punjab, premium quality, Inventore accusamus ipsam.",0,2
farmerbalendra22,Potatoes,13.44,"Conventional Potatoes, Grade B, from Punjab, farm-fresh",0,2
farmertanvikota,Mangoes,256.22,"Organic Mangoes, Grade B, from Gujarat, hand-picked",1,2
farmervalawyatt,Cauliflower,48.05,"Organic Cauliflower, Grade B, from Punjab, freshly harvested",1,2
farmeramol90,Apples,147.2,"Conventional Apples, Grade C, from Maharashtra, farm-fresh",0,1
farmervrinda88,Bananas,52.0,"Conventional Bananas, Grade B, from Uttar Pradesh, freshly harvested",0,2
farmerrajata85,Rice,64.62,"Organic Rice, Grade B, from Karnataka, freshly harvested",1,2
farmernikita72,Onions,61.39,"Organic Onions, Grade A, from Karnataka, premium quality",1,3
farmeroom,Potatoes,49.18,"Conventional Potatoes, Grade A, from Punjab, locally grown",0,3
farmersanaya54,Carrots,75.14,"Organic Carrots, Grade B, from Uttar Pradesh, hand-picked",1,2
farmerchackosathvik,Bananas,62.55,"Conventional Bananas, Grade B, from Tamil Nadu, freshly harvested, A maiores ullam dolore.",0,2
farmergbhatt,Potatoes,24.49,"Conventional Potatoes, Grade C, from Maharashtra, locally grown",0,1
farmercherianbarkha,Okra,53.38,"Organic Okra, Grade C, from Uttar Pradesh, farm-fresh, Fugiat nostrum cumque.",1,1
farmerchampakgola,Spinach,27.62,"Conventional Spinach, Grade A, from Gujarat, locally grown, Architecto dignissimos.",0,3
farmeryochanashukla,Oranges,114.04,"Organic Oranges, Grade A, from Karnataka, premium quality, Dolorem quisquam.",1,3
farmergarageorge,Mangoes,212.89,"Conventional Mangoes, Grade A, from Maharashtra, hand-picked, Ad aspernatur.",0,3
farmerrsubramanian,Wheat,12.87,"Conventional Wheat, Grade C, from Tamil Nadu, locally grown, Ab aliquid.",0,1
farmerjhaverinicholas,Okra,78.46,"Organic Okra, Grade B, from Tamil Nadu, hand-picked, Voluptates nihil.",1,2
farmermistryupasna,Bananas,44.99,"Conventional Bananas, Grade C, from Maharashtra, hand-picked",0,1
farmerxalak99,Cabbage,77.49,"Organic Cabbage, Grade A, from Karnataka, premium quality, Recusandae doloremque id ipsa corrupti.",1,3
farmerjkakar,Oranges,101.79,"Conventional Oranges, Grade A, from Gujarat, hand-picked",0,3
farmerlallfalak,Tomatoes,46.16,"Organic Tomatoes, Grade C, from Punjab, freshly harvested, Nemo saepe modi aspernatur eaque.",1,1
farmerrishiverma,Cauliflower,56.19,"Conventional Cauliflower, Grade A, from Karnataka, farm-fresh",0,3
farmertmallick,Mangoes,197.96,"Conventional Mangoes, Grade C, from Tamil Nadu, freshly harvested, Temporibus dolor fuga voluptatem.",0,1
farmerprashadeesha,Carrots,77.72,"Organic Carrots, Grade A, from Gujarat, farm-fresh",1,3
farmermnaik,Spinach,20.06,"Conventional Spinach, Grade B, from Gujarat, freshly harvested",0,2
farmergabrielbhatnagar,Apples,193.7,"Organic Apples, Grade B, from Punjab, premium quality, Delectus quaerat.",1,2
farmercloyal,Tomatoes,42.1,"Organic Tomatoes, Grade C, from Maharashtra, freshly harvested, Saepe ea atque recusandae quas.",1,1
farmeryashicabassi,Tomatoes,50.76,"Conventional Tomatoes, Grade B, from Gujarat, premium quality, Debitis quae repudiandae.",0,2
farmerdev55,Rice,53.77,"Conventional Rice, Grade B, from Uttar Pradesh, locally grown",0,2
farmerqasimmadan,Cauliflower,76.45,"Organic Cauliflower, Grade A, from Punjab, hand-picked",1,3
farmerjmunshi,Rice,61.53,"Conventional Rice, Grade C, from Karnataka, freshly harvested",0,1
farmerbishakhagrewal,Rice,82.49,"Organic Rice, Grade B, from Punjab, hand-picked, Quia expedita voluptate rem.",1,2
farmerkevinkarpe,Carrots,40.09,"Conventional Carrots, Grade B, from Gujarat, hand-picked",0,2
farmerbahadurjitbarman,Potatoes,39.78,"Organic Potatoes, Grade A, from Karnataka, premium quality",1,3
farmerwilliambabu,Tomatoes,80.51,"Organic Tomatoes, Grade A, from Karnataka, premium quality",1,3
farmerbcheema,Apples,140.39,"Conventional Apples, Grade B, from Karnataka, hand-picked, Sapiente doloremque soluta laudantium.",0,2
farmerpalleela,Rice,53.46,"Conventional Rice, Grade B, from Gujarat, locally grown, Nesciunt distinctio vero iure.",0,2
farmerneha29,Potatoes,10.0,"Conventional Potatoes, Grade C, from Karnataka, locally grown, Nulla illum aut.",0,1
farmeruppalbachittar,Potatoes,64.87,"Organic Potatoes, Grade A, from Gujarat, hand-picked",1,3
farmerbakshilohit,Spinach,16.28,"Organic Spinach, Grade C, from Maharashtra, locally grown, Animi totam molestias molestiae.",1,1
farmerfrederick34,Green Peas,99.01,"Organic Green Peas, Grade A, from Tamil Nadu, farm-fresh",1,3
farmerjackiyengar,Carrots,84.13,"Conventional Carrots, Grade A, from Tamil Nadu, locally grown",0,3
farmervrishtibalay,Okra,84.15,"Organic Okra, Grade A, from Gujarat, hand-picked, Ea magni.",1,3
farmertsehgal,Carrots,59.2,"Organic Carrots, Grade B, from Gujarat, locally grown",1,2
farmeradweta39,Green Peas,73.62,"Conventional Green Peas, Grade A, from Gujarat, hand-picked, Veritatis expedita praesentium.",0,3
farmerjsama,Rice,60.55,"Conventional Rice, Grade B, from Punjab, farm-fresh",0,2
farmerpavaninath,Wheat,32.44,"Conventional Wheat, Grade B, from Punjab, hand-picked",0,2
farmerjackrana,Tomatoes,57.68,"Conventional Tomatoes, Grade A, from Uttar Pradesh, locally grown, Exercitationem ullam illo quod.",0,3
farmeradityasathe,Onions,35.24,"Conventional Onions, Grade B, from Tamil Nadu, farm-fresh",0,2
farmerbordeekalinga,Okra,56.54,"Organic Okra, Grade C, from Uttar Pradesh, freshly harvested",1,1
farmermsastry,Green Peas,71.59,"Organic Green Peas, Grade B, from Maharashtra, farm-fresh, Quia praesentium ullam.",1,2
farmeraryan11,Apples,139.54,"Conventional Apples, Grade C, from Punjab, freshly harvested, Officia officiis vitae necessitatibus commodi.",0,1
farmerikshita32,Green Peas,64.65,"Organic Green Peas, Grade B, from Gujarat, farm-fresh, Beatae voluptatum doloribus.",1,2
farmersanigopal,Oranges,98.32,"Conventional Oranges, Grade A, from Karnataka, locally grown, Eveniet voluptatem fugiat nobis.",0,3
farmerlpalan,Oranges,91.88,"Organic Oranges, Grade C, from Maharashtra, hand-picked",1,1
farmeryuvrajroy,Carrots,43.83,"Organic Carrots, Grade C, from Tamil Nadu, locally grown, Non et odio.",1,1
farmeramrutaraman,Carrots,34.92,"Conventional Carrots, Grade C, from Maharashtra, hand-picked, Non animi mollitia eveniet.",0,1
farmerjgupta,Wheat,52.0,"Conventional Wheat, Grade A, from Uttar Pradesh, freshly harvested, Qui ut quam eligendi.",0,3
farmeryashasvisagar,Mangoes,257.7,"Organic Mangoes, Grade B, from Maharashtra, farm-fresh, Illum unde ipsa perspiciatis tempore.",1,2
farmerdeofarhan,Cabbage,59.85,"Organic Cabbage, Grade B, from Tamil Nadu, farm-fresh",1,2
farmerekapadthaman,Onions,28.27,"Organic Onions, Grade C, from Punjab, freshly harvested",1,1
farmerschand,Rice,83.62,"Organic Rice, Grade B, from Karnataka, farm-fresh",1,2
farmermason81,Okra,70.18,"Organic Okra, Grade A, from Tamil Nadu, freshly harvested",1,3
farmeradwetahari,Bananas,86.31,"Organic Bananas, Grade A, from Uttar Pradesh, hand-picked, Voluptates ipsam corrupti sapiente.",1,3
farmerwahablall,Cabbage,34.07,"Conventional Cabbage, Grade B, from Uttar Pradesh, freshly harvested",0,2
farmeronkardhingra,Tomatoes,60.02,"Organic Tomatoes, Grade B, from Uttar Pradesh, hand-picked",1,2
farmerdaksha15,Cauliflower,16.39,"Conventional Cauliflower, Grade C, from Gujarat, freshly harvested",0,1
farmerlrout,Okra,48.34,"Organic Okra, Grade C, from Gujarat, hand-picked, Consectetur praesentium autem.",1,1
farmerlalldivya,Wheat,40.27,"Organic Wheat, Grade B, from Uttar Pradesh, premium quality",1,2
farmersudiksharandhawa,Cabbage,20.29,"Conventional Cabbage, Grade C, from Punjab, hand-picked",0,1
farmerkalapraneel,Green Peas,46.58,"Conventional Green Peas, Grade B, from Punjab, locally grown, Saepe recusandae mollitia.",0,2
farmerkotapanini,Bananas,70.78,"Organic Bananas, Grade B, from Maharashtra, locally grown, Facilis aperiam quod.",1,2
farmerwardarai,Spinach,10.0,"Conventional Spinach, Grade B, from Karnataka, locally grown",0,2
farmerparthbhargava,Rice,59.66,"Conventional Rice, Grade C, from Gujarat, locally grown",0,1
farmerddyal,Cauliflower,44.85,"Organic Cauliflower, Grade C, from Gujarat, premium quality",1,1
farmergoelbaljiwan,Carrots,48.93,"Conventional Carrots, Grade C, from Maharashtra, farm-fresh",0,1
farmerraagini90,Oranges,106.77,"Organic Oranges, Grade B, from Tamil Nadu, hand-picked, Eos voluptatibus at quasi rerum.",1,2
farmerpahal02,Green Peas,67.64,"Conventional Green Peas, Grade B, from Maharashtra, hand-picked",0,2
farmersettyzaid,Green Peas,84.79,"Organic Green Peas, Grade B, from Tamil Nadu, hand-picked, Iusto ullam quam.",1,2
farmerpchadha,Oranges,93.85,"Conventional Oranges, Grade B, from Karnataka, farm-fresh",0,2
farmerayaan33,Green Peas,56.72,"Organic Green Peas, Grade C, from Karnataka, premium quality, Ipsa repellendus ea iure.",1,1
farmersarkarchavvi,Rice,63.23,"Organic Rice, Grade C, from Maharashtra, locally grown",1,1
farmeryatanarora,Tomatoes,32.06,"Conventional Tomatoes, Grade B, from Maharashtra, locally grown",0,2
farmerzashil36,Spinach,10.0,"Conventional Spinach, Grade C, from Tamil Nadu, freshly harvested, Inventore aut consectetur quas voluptatibus.",0,1
farmerperiyagnesh,Wheat,51.34,"Organic Wheat, Grade B, from Tamil Nadu, farm-fresh",1,2
farmerzbatra,Spinach,24.19,"Organic Spinach, Grade C, from Punjab, farm-fresh",1,1
farmerliamkaran,Rice,52.06,"Conventional Rice, Grade C, from Punjab, farm-fresh",0,1
farmerbhallashivani,Spinach,57.8,"Organic Spinach, Grade A, from Tamil Nadu, freshly harvested",1,3
farmerekrish,Bananas,49.17,"Conventional Bananas, Grade B, from Tamil Nadu, premium quality, Dolorum illo mollitia.",0,2
farmerfchand,Onions,17.46,"Organic Onions, Grade C, from Punjab, premium quality, Atque debitis tempora deserunt.",1,1
farmeraradhanabawa,Bananas,57.86,"Conventional Bananas, Grade A, from Gujarat, farm-fresh",0,3
farmeronveersolanki,Carrots,28.56,"Conventional Carrots, Grade C, from Karnataka, farm-fresh, Quam exercitationem doloribus corrupti.",0,1
farmershroffraghav,Carrots,85.55,"Organic Carrots, Grade A, from Tamil Nadu, locally grown",1,3
farmerpaiinaya,Green Peas,65.35,"Organic Green Peas, Grade B, from Uttar Pradesh, premium quality",1,2
farmergangulygautam,Potatoes,49.09,"Conventional Potatoes, Grade A, from Tamil Nadu, hand-picked",0,3
farmersekhonchatresh,Apples,153.76,"Conventional Apples, Grade B, from Gujarat, freshly harvested, Blanditiis rerum itaque.",0,2
farmerynazareth,Oranges,63.29,"Conventional Oranges, Grade C, from Gujarat, premium quality",0,1
farmermangatchatresh,Cabbage,75.42,"Organic Cabbage, Grade A, from Punjab, farm-fresh",1,3
farmeraashi04,Cabbage,57.22,"Organic Cabbage, Grade A, from Uttar Pradesh, hand-picked",1,3
farmerjeevikabajwa,Okra,50.45,"Organic Okra, Grade B, from Maharashtra, hand-picked, Architecto quae odio autem.",1,2
farmerridhisem,Cabbage,56.15,"Conventional Cabbage, Grade A, from Gujarat, freshly harvested, Numquam expedita sint vitae.",0,3
farmerkhatrinitesh,Apples,198.38,"Organic Apples, Grade C, from Maharashtra, farm-fresh",1,1
farmertriya84,Cauliflower,51.68,"Organic Cauliflower, Grade C, from Punjab, locally grown, Iste aut nesciunt dolore ullam.",1,1
farmerbsen,Onions,35.36,"Organic Onions, Grade C, from Gujarat, farm-fresh",1,1
farmerramakrishnandev,Carrots,34.38,"Conventional Carrots, Grade C, from Maharashtra, locally grown",0,1
farmeraarnavseth,Tomatoes,46.61,"Organic Tomatoes, Grade B, from Maharashtra, farm-fresh, Harum consectetur deleniti.",1,2
farmernagigautam,Mangoes,193.48,"Conventional Mangoes, Grade B, from Tamil Nadu, locally grown",0,2
farmeracharyapraneel,Potatoes,44.19,"Organic Potatoes, Grade A, from Uttar Pradesh, freshly harvested",1,3
farmergodaeshana,Apples,150.31,"Conventional Apples, Grade B, from Punjab, farm-fresh",0,2
farmercalebsachdev,Oranges,114.1,"Conventional Oranges, Grade A, from Punjab, farm-fresh",0,3
farmerydhar,Mangoes,274.17,"Organic Mangoes, Grade A, from Maharashtra, hand-picked",1,3
farmerqabil32,Wheat,28.11,"Organic Wheat, Grade C, from Karnataka, freshly harvested, Ratione amet tempora.",1,1
farmerchandreshgokhale,Carrots,73.3,"Organic Carrots, Grade A, from Uttar Pradesh, farm-fresh",1,3
farmerpriya85,Carrots,93.6,"Organic Carrots, Grade A, from Punjab, farm-fresh",1,3
farmerharish02,Tomatoes,54.2,"Organic Tomatoes, Grade B, from Tamil Nadu, premium quality, Tempora aperiam nobis.",1,2
farmerojasparekh,Apples,138.85,"Conventional Apples, Grade C, from Gujarat, freshly harvested",0,1
farmerjasmitsundaram,Okra,44.26,"Conventional Okra, Grade B, from Punjab, hand-picked, Nihil velit.",0,2
farmeranika37,Okra,80.82,"Conventional Okra, Grade A, from Gujarat, locally grown",0,3
farmerroutadweta,Wheat,50.98,"Organic Wheat, Grade B, from Maharashtra, freshly harvested",1,2
farmersarthakpillai,Oranges,113.88,"Organic Oranges, Grade A, from Maharashtra, farm-fresh, Corrupti quae repellat.",1,3
farmermaanas35,Cauliflower,57.77,"Conventional Cauliflower, Grade A, from Punjab, freshly harvested",0,3
farmermanya56,Tomatoes,19.58,"Conventional Tomatoes, Grade C, from Maharashtra, hand-picked",0,1
farmerpatlakai,Apples,153.31,"Conventional Apples, Grade C, from Uttar Pradesh, premium quality, Numquam reprehenderit.",0,1
farmernagarajanjagdish,Onions,56.39,"Organic Onions, Grade A, from Tamil Nadu, hand-picked",1,3
farmerdasguptasamaksh,Green Peas,90.33,"Organic Green Peas, Grade B, from Tamil Nadu, premium quality, Distinctio consectetur.",1,2
farmerwatika58,Cauliflower,55.78,"Conventional Cauliflower, Grade A, from Karnataka, hand-picked, Culpa officia error quod.",0,3
farmerlakshmi43,Tomatoes,45.34,"Organic Tomatoes, Grade B, from Karnataka, hand-picked, Facilis consequuntur.",1,2
farmervnagarajan,Spinach,31.44,"Organic Spinach, Grade B, from Uttar Pradesh, locally grown",1,2
farmerbhavikawali,Okra,68.32,"Organic Okra, Grade C, from Uttar Pradesh, hand-picked, Officia nam reprehenderit iusto.",1,1
farmergraman,Okra,70.16,"Organic Okra, Grade B, from Uttar Pradesh, premium quality",1,2
farmernitara25,Rice,63.95,"Organic Rice, Grade C, from Tamil Nadu, premium quality, Qui debitis quam.",1,1
farmeragrawalatharv,Onions,51.9,"Organic Onions, Grade B, from Punjab, locally grown",1,2
farmerwkata,Tomatoes,41.64,"Conventional Tomatoes, Grade C, from Karnataka, premium quality, Distinctio debitis animi ipsum natus.",0,1
farmerymunshi,Apples,208.66,"Organic Apples, Grade A, from Gujarat, premium quality",1,3
farmerupasnajaggi,Cabbage,39.99,"Organic Cabbage, Grade B, from Tamil Nadu, farm-fresh",1,2
farmercharvimukhopadhyay,Carrots,47.12,"Conventional Carrots, Grade B, from Tamil Nadu, hand-picked",0,2
farmerharita72,Mangoes,189.98,"Conventional Mangoes, Grade B, from Karnataka, locally grown, In excepturi.",0,2
farmernchhabra,Bananas,87.24,"Organic Bananas, Grade A, from Maharashtra, hand-picked, Unde perspiciatis.",1,3
farmernishabalan,Wheat,15.63,"Conventional Wheat, Grade C, from Gujarat, farm-fresh, Similique distinctio.",0,1
farmersara07,Green Peas,85.55,"Organic Green Peas, Grade A, from Punjab, hand-picked, Placeat quos itaque asperiores.",1,3
farmerhansdarsh,Onions,62.36,"Conventional Onions, Grade A, from Gujarat, hand-picked",0,3
farmerzsarraf,Wheat,36.39,"Organic Wheat, Grade B, from Punjab, freshly harvested",1,2
farmerpurohitsaanvi,Green Peas,62.5,"Conventional Green Peas, Grade B, from Maharashtra, premium quality, Temporibus autem necessitatibus tempora.",0,2
farmerhpatla,Oranges,99.96,"Organic Oranges, Grade B, from Gujarat, premium quality",1,2
farmerbalveeratwal,Tomatoes,65.87,"Organic Tomatoes, Grade B, from Tamil Nadu, premium quality, Nulla dolore nemo maxime.",1,2
farmerektaramanathan,Tomatoes,56.21,"Organic Tomatoes, Grade C, from Karnataka, hand-picked, Asperiores excepturi sequi ducimus.",1,1
farmercben,Carrots,60.37,"Organic Carrots, Grade B, from Gujarat, locally grown",1,2
farmerleelachoudhry,Tomatoes,43.54,"Conventional Tomatoes, Grade C, from Gujarat, premium quality, Inventore enim.",0,1
farmeraarna11,Cabbage,30.28,"Conventional Cabbage, Grade B, from Gujarat, locally grown",0,2
farmerorinderdesai,Carrots,56.04,"Organic Carrots, Grade B, from Karnataka, farm-fresh, Facere dolorum veritatis similique.",1,2
farmerxbasu,Tomatoes,54.62,"Conventional Tomatoes, Grade B, from Gujarat, premium quality, Eum consectetur repellendus eos.",0,2
farmerwilliam95,Okra,65.16,"Organic Okra, Grade B, from Uttar Pradesh, premium quality",1,2
farmerpallaekaraj,Rice,66.62,"Organic Rice, Grade B, from Tamil Nadu, freshly harvested, Doloribus saepe omnis voluptas.",1,2
farmerjanani74,Bananas,95.28,"Organic Bananas, Grade A, from Karnataka, hand-picked",1,3
farmeronkaroak,Apples,206.15,"Organic Apples, Grade A, from Karnataka, premium quality",1,3
farmerkeernandini,Cauliflower,58.55,"Organic Cauliflower, Grade B, from Uttar Pradesh, premium quality",1,2
farmerwakeetakhosla,Okra,59.64,"Organic Okra, Grade B, from Maharashtra, hand-picked",1,2
farmerimaranpalla,Mangoes,203.33,"Conventional Mangoes, Grade B, from Tamil Nadu, farm-fresh, Deleniti cupiditate fugit.",0,2
farmerdrattan,Carrots,60.78,"Conventional Carrots, Grade B, from Maharashtra, farm-fresh",0,2
farmerbrindasama,Cabbage,25.38,"Conventional Cabbage, Grade B, from Gujarat, locally grown",0,2
farmerxlanka,Okra,48.24,"Conventional Okra, Grade C, from Maharashtra, hand-picked, Ullam sapiente perferendis.",0,1
farmerldara,Green Peas,90.03,"Organic Green Peas, Grade B, from Uttar Pradesh, freshly harvested, Unde maxime facilis ex.",1,2
farmerzwable,Apples,208.46,"Organic Apples, Grade B, from Karnataka, locally grown",1,2
farmerkamala75,Rice,46.09,"Conventional Rice, Grade C, from Karnataka, locally grown, Magnam optio dolores quasi ipsa.",0,1
farmerchopraarjun,Tomatoes,46.72,"Conventional Tomatoes, Grade A, from Uttar Pradesh, farm-fresh",0,3
farmerchanderyug,Wheat,70.85,"Organic Wheat, Grade A, from Tamil Nadu, farm-fresh, Aliquid doloribus ut necessitatibus.",1,3
farmerjasmitreddy,Rice,106.79,"Organic Rice, Grade A, from Gujarat, freshly harvested",1,3
farmerzaitrachacko,Cauliflower,48.78,"Conventional Cauliflower, Grade B, from Karnataka, freshly harvested, Quis beatae.",0,2
farmertriyasharaf,Cauliflower,63.59,"Organic Cauliflower, Grade A, from Gujarat, farm-fresh, Nesciunt repudiandae consectetur facilis.",1,3
farmermdugar,Mangoes,292.65,"Organic Mangoes, Grade A, from Tamil Nadu, farm-fresh",1,3
farmersarthak93,Green Peas,63.06,"Organic Green Peas, Grade C, from Uttar Pradesh, premium quality, Molestiae alias voluptatibus.",1,1
farmeranamikasuri,Oranges,106.66,"Organic Oranges, Grade B, from Maharashtra, locally grown",1,2
farmernakshsibal,Wheat,42.79,"Conventional Wheat, Grade B, from Uttar Pradesh, freshly harvested",0,2
farmerfaris47,Spinach,10.0,"Conventional Spinach, Grade C, from Tamil Nadu, farm-fresh, Dignissimos sunt inventore alias sit.",0,1
farmerchandanidhar,Carrots,69.33,"Conventional Carrots, Grade A, from Uttar Pradesh, freshly harvested",0,3
farmerdravi,Apples,196.6,"Organic Apples, Grade C, from Tamil Nadu, premium quality",1,1
farmerashere,Cabbage,20.51,"Organic Cabbage, Grade C, from Gujarat, premium quality, Optio dicta ipsa.",1,1
farmerkallaubika,Oranges,92.4,"Organic Oranges, Grade C, from Maharashtra, freshly harvested",1,1
farmersharafmeera,Bananas,36.64,"Conventional Bananas, Grade B, from Punjab, premium quality",0,2
farmerpushti30,Wheat,38.41,"Organic Wheat, Grade B, from Tamil Nadu, hand-picked",1,2
farmerkashish39,Cauliflower,44.41,"Conventional Cauliflower, Grade C, from Gujarat, farm-fresh",0,1
farmerandrew17,Apples,201.47,"Organic Apples, Grade B, from Uttar Pradesh, farm-fresh, Tempora soluta doloribus excepturi.",1,2
farmeranikathaman,Spinach,11.28,"Organic Spinach, Grade C, from Karnataka, hand-picked",1,1
farmerrajagopalchanakya,Wheat,36.2,"Organic Wheat, Grade C, from Tamil Nadu, locally grown, Inventore sed necessitatibus.",1,1
farmerdhruv33,Potatoes,20.96,"Organic Potatoes, Grade C, from Gujarat, hand-picked",1,1
farmeromammen,Carrots,49.12,"Organic Carrots, Grade C, from Tamil Nadu, farm-fresh, Aliquid sint corporis impedit.",1,1
farmerzbal,Apples,181.38,"Conventional Apples, Grade A, from Punjab, farm-fresh, Voluptate reiciendis illo amet qui.",0,3
farmervohraluke,Cabbage,40.55,"Conventional Cabbage, Grade A, from Tamil Nadu, premium quality, Ad aliquid officia deleniti.",0,3
farmerbhagatshivansh,Okra,28.83,"Conventional Okra, Grade C, from Uttar Pradesh, hand-picked, Quaerat earum porro.",0,1
farmergrewalatharv,Cabbage,26.41,"Organic Cabbage, Grade C, from Maharashtra, freshly harvested",1,1
farmermanan03,Wheat,34.4,"Organic Wheat, Grade B, from Punjab, locally grown, Dolores laborum voluptatem illum.",1,2
farmereesha73,Carrots,62.38,"Organic Carrots, Grade C, from Gujarat, freshly harvested",1,1
farmernikita52,Rice,94.73,"Organic Rice, Grade A, from Gujarat, hand-picked",1,3
farmerrobert47,Green Peas,64.77,"Conventional Green Peas, Grade C, from Tamil Nadu, hand-picked",0,1
farmerduttveda,Potatoes,43.03,"Organic Potatoes, Grade B, from Uttar Pradesh, premium quality",1,2
farmerbhavanikata,Onions,61.74,"Organic Onions, Grade A, from Karnataka, premium quality",1,3
farmerlakshmi71,Tomatoes,37.49,"Conventional Tomatoes, Grade C, from Tamil Nadu, farm-fresh, Voluptates similique illo accusamus fugit.",0,1
farmernathanzachariah,Bananas,32.85,"Conventional Bananas, Grade C, from Gujarat, hand-picked",0,1
farmerbhavikagulati,Wheat,64.05,"Organic Wheat, Grade A, from Maharashtra, premium quality",1,3
farmerrmangat,Green Peas,56.92,"Organic Green Peas, Grade C, from Tamil Nadu, locally grown",1,1
farmerekantikakunda,Mangoes,265.01,"Organic Mangoes, Grade B, from Maharashtra, freshly harvested, Harum tenetur delectus officiis praesentium.",1,2
farmeraarnav60,Bananas,52.6,"Conventional Bananas, Grade C, from Karnataka, locally grown",0,1
farmerqraju,Oranges,93.07,"Organic Oranges, Grade C, from Uttar Pradesh, locally grown",1,1
farmerchaudhariatharv,Wheat,41.84,"Conventional Wheat, Grade A, from Punjab, premium quality, Dolorem ad nam maiores.",0,3
farmerrshankar,Wheat,31.24,"Organic Wheat, Grade B, from Tamil Nadu, premium quality",1,2
farmermgera,Cabbage,54.38,"Organic Cabbage, Grade A, from Uttar Pradesh, farm-fresh, Magni quo accusantium velit.",1,3
farmerprishanagi,Potatoes,11.34,"Conventional Potatoes, Grade B, from Maharashtra, locally grown",0,2
farmeradvika63,Green Peas,75.84,"Organic Green Peas, Grade C, from Tamil Nadu, locally grown",1,1
farmerkala70,Onions,35.99,"Conventional Onions, Grade B, from Uttar Pradesh, farm-fresh, Illo perferendis possimus.",0,2
farmerzachariaikshita,Wheat,39.9,"Conventional Wheat, Grade A, from Uttar Pradesh, farm-fresh, Quisquam itaque.",0,3
farmerzaidbassi,Oranges,95.59,"Organic Oranges, Grade B, from Karnataka, freshly harvested",1,2
farmeryashawini83,Oranges,129.99,"Organic Oranges, Grade A, from Karnataka, premium quality",1,3
farmersrinivasomkaar,Wheat,57.37,"Organic Wheat, Grade A, from Karnataka, locally grown, Autem fuga ut.",1,3
farmerarya42,Potatoes,10.0,"Conventional Potatoes, Grade C, from Maharashtra, farm-fresh",0,1
farmernakul64,Green Peas,61.41,"Conventional Green Peas, Grade B, from Punjab, hand-picked, Vitae tempora.",0,2
farmerbailrudra,Mangoes,290.25,"Organic Mangoes, Grade A, from Karnataka, locally grown",1,3
farmerupasnavarkey,Carrots,81.62,"Organic Carrots, Grade A, from Gujarat, premium quality",1,3
farmerishwar72,Green Peas,94.44,"Organic Green Peas, Grade A, from Karnataka, premium quality",1,3
farmermichael77,Potatoes,48.74,"Organic Potatoes, Grade A, from Punjab, freshly harvested",1,3
farmermmane,Okra,45.97,"Conventional Okra, Grade C, from Punjab, farm-fresh",0,1
farmervdhaliwal,Tomatoes,60.89,"Organic Tomatoes, Grade B, from Tamil Nadu, freshly harvested",1,2
farmersrattan,Green Peas,42.53,"Conventional Green Peas, Grade C, from Tamil Nadu, freshly harvested",0,1
farmerjchaudhuri,Green Peas,91.14,"Organic Green Peas, Grade A, from Gujarat, locally grown, Qui officia soluta.",1,3
farmeroviya59,Mangoes,280.81,"Organic Mangoes, Grade A, from Tamil Nadu, hand-picked",1,3
farmerbwagle,Carrots,61.13,"Conventional Carrots, Grade A, from Gujarat, locally grown",0,3
farmermanderwatika,Cabbage,24.47,"Organic Cabbage, Grade C, from Tamil Nadu, locally grown, Nobis dolores optio qui nulla.",1,1
farmerubains,Onions,27.73,"Organic Onions, Grade C, from Tamil Nadu, freshly harvested, Repellat quaerat aliquid illum alias.",1,1
farmergautamvenkatesh,Onions,28.07,"Conventional Onions, Grade B, from Maharashtra, premium quality",0,2
farmerwagleodika,Oranges,100.27,"Organic Oranges, Grade C, from Tamil Nadu, hand-picked, Laudantium veniam dicta inventore.",1,1
farmeramruta19,Okra,59.81,"Organic Okra, Grade C, from Uttar Pradesh, hand-picked",1,1
farmervedantprasad,Bananas,54.64,"Conventional Bananas, Grade B, from Punjab, locally grown",0,2
farmernimrat00,Rice,46.05,"Conventional Rice, Grade B, from Punjab, hand-picked, Fugiat quas a voluptas.",0,2
farmerabasak,Rice,63.49,"Organic Rice, Grade C, from Uttar Pradesh, farm-fresh",1,1
farmervidhi11,Cabbage,45.07,"Organic Cabbage, Grade C, from Tamil Nadu, locally grown",1,1
farmerarunimachauhan,Cauliflower,64.59,"Conventional Cauliflower, Grade A, from Maharashtra, locally grown, Aperiam omnis sint minima voluptates.",0,3
farmerxprashad,Spinach,10.0,"Conventional Spinach, Grade C, from Uttar Pradesh, premium quality",0,1
farmerbhavsarbalendra,Bananas,48.75,"Conventional Bananas, Grade C, from Karnataka, freshly harvested",0,1
farmerkaggarwal,Tomatoes,44.49,"Organic Tomatoes, Grade B, from Maharashtra, freshly harvested",1,2
farmerbsanghvi,Oranges,116.3,"Organic Oranges, Grade A, from Uttar Pradesh, locally grown",1,3
farmeromkaar87,Apples,171.64,"Conventional Apples, Grade A, from Tamil Nadu, farm-fresh",0,3
farmerusagar,Carrots,50.7,"Organic Carrots, Grade C, from Uttar Pradesh, hand-picked",1,1
